"","from","to","source","path","from.Role","to.Role"
"10246","NRG1","ERBB4","NicheNet, CellChat","NRG1*ERBB4","Ligand","Receptor"
"10247","NRG1","ERBB3","NicheNet, CellChat","NRG1*ERBB3","Ligand","Receptor"
"10248","NRG2","ERBB4","NicheNet, CellChat","NRG2*ERBB4","Ligand","Receptor"
"10249","NRG2","ERBB3","NicheNet, CellChat","NRG2*ERBB3","Ligand","Receptor"
"10250","NRG4","ERBB4","NicheNet, CellChat","NRG4*ERBB4","Ligand","Receptor"
"10251","NRG3","ERBB4","NicheNet, CellChat","NRG3*ERBB4","Ligand","Receptor"
"10252","BTC","EGFR","NicheNet, CellChat","BTC*EGFR","Ligand","Receptor"
"10253","BTC","ERBB4","NicheNet, CellChat","BTC*ERBB4","Ligand","Receptor"
"10254","HBEGF","EGFR","NicheNet, CellChat","HBEGF*EGFR","Ligand","Receptor"
"10255","HBEGF","ERBB4","NicheNet, CellChat","HBEGF*ERBB4","Ligand","Receptor"
"10256","EREG","EGFR","NicheNet, CellChat","EREG*EGFR","Ligand","Receptor"
"10257","EREG","ERBB4","NicheNet, CellChat","EREG*ERBB4","Ligand","Receptor"
"10258","EPGN","EGFR","NicheNet, CellChat","EPGN*EGFR","Ligand","Receptor"
"10259","TGFA","EGFR","NicheNet, CellChat","TGFA*EGFR","Ligand","Receptor"
"10260","AREG","EGFR","NicheNet, CellChat","AREG*EGFR","Ligand","Receptor"
"10261","CRH","CRHR2","NicheNet, CellChat","CRH*CRHR2","Ligand","Receptor"
"10262","CRH","CRHR1","NicheNet, CellChat","CRH*CRHR1","Ligand","Receptor"
"10263","UCN2","CRHR2","NicheNet, CellChat","UCN2*CRHR2","Ligand","Receptor"
"10264","UCN2","CRHR1","NicheNet, CellChat","UCN2*CRHR1","Ligand","Receptor"
"10265","UCN","CRHR2","NicheNet, CellChat","UCN*CRHR2","Ligand","Receptor"
"10266","UCN","CRHR1","NicheNet, CellChat","UCN*CRHR1","Ligand","Receptor"
"10267","UCN3","CRHR2","NicheNet, CellChat","UCN3*CRHR2","Ligand","Receptor"
"10268","PENK","OPRD1","NicheNet, CellChat","PENK*OPRD1","Ligand","Receptor"
"10269","PENK","OPRM1","NicheNet, CellChat","PENK*OPRM1","Ligand","Receptor"
"10270","PENK","OPRK1","NicheNet, CellChat","PENK*OPRK1","Ligand","Receptor"
"10271","PDYN","OPRD1","NicheNet, CellChat","PDYN*OPRD1","Ligand","Receptor"
"10272","PDYN","OPRM1","NicheNet, CellChat","PDYN*OPRM1","Ligand","Receptor"
"10273","PDYN","OPRK1","NicheNet, CellChat","PDYN*OPRK1","Ligand","Receptor"
"10274","POMC","MC2R","NicheNet, CellChat","POMC*MC2R","Ligand","Receptor"
"10275","POMC","MC1R","NicheNet, CellChat","POMC*MC1R","Ligand","Receptor"
"10276","POMC","MC4R","NicheNet, CellChat","POMC*MC4R","Ligand","Receptor"
"10277","POMC","MC3R","NicheNet, CellChat","POMC*MC3R","Ligand","Receptor"
"10278","POMC","OPRD1","NicheNet, CellChat","POMC*OPRD1","Ligand","Receptor"
"10279","POMC","OPRM1","NicheNet, CellChat","POMC*OPRM1","Ligand","Receptor"
"10280","POMC","OPRK1","NicheNet, CellChat","POMC*OPRK1","Ligand","Receptor"
"10281","UTS2B","UTS2R","NicheNet, CellChat","UTS2B*UTS2R","Ligand","Receptor"
"10282","UTS2","UTS2R","NicheNet, CellChat","UTS2*UTS2R","Ligand","Receptor"
"10283","VEGFC","KDR","NicheNet, CellChat","VEGFC*KDR","Ligand","Receptor"
"10284","VEGFC","FLT4","NicheNet, CellChat","VEGFC*FLT4","Ligand","Receptor"
"10285","SCT","SCTR","NicheNet, CellChat","SCT*SCTR","Ligand","Receptor"
"10286","VIP","VIPR2","NicheNet, CellChat","VIP*VIPR2","Ligand","Receptor"
"10287","VIP","VIPR1","NicheNet, CellChat","VIP*VIPR1","Ligand","Receptor"
"10288","ADCYAP1","ADCYAP1R1","NicheNet, CellChat","ADCYAP1*ADCYAP1R1","Ligand","Receptor"
"10289","GHRH","VIPR1","NicheNet, CellChat","GHRH*VIPR1","Ligand","Receptor"
"10290","WNT5A","FZD6","NicheNet, CellChat","WNT5A*FZD6","Ligand","Receptor"
"10291","ADIPOQ","ADIPOR1","NicheNet, CellChat","ADIPOQ*ADIPOR1","Ligand","Receptor"
"10292","ADIPOQ","ADIPOR2","NicheNet, CellChat","ADIPOQ*ADIPOR2","Ligand","Receptor"
"10293","ADM","CALCRL","NicheNet, CellChat","ADM*CALCRL","Ligand","Receptor"
"10294","ANGPT2","TEK","NicheNet, CellChat","ANGPT2*TEK","Ligand","Receptor"
"10295","BDNF","NTRK2","NicheNet, CellChat","BDNF*NTRK2","Ligand","Receptor"
"10296","CALCA","CALCRL","NicheNet, CellChat","CALCA*CALCRL","Ligand","Receptor"
"10297","CALCB","CALCRL","NicheNet, CellChat","CALCB*CALCRL","Ligand","Receptor"
"10298","CCL5","CCR4","NicheNet, CellChat","CCL5*CCR4","Ligand","Receptor"
"10299","CXCL2","CXCR1","NicheNet, CellChat","CXCL2*CXCR1","Ligand","Receptor"
"10300","CXCL3","CXCR1","NicheNet, CellChat","CXCL3*CXCR1","Ligand","Receptor"
"10301","CXCL5","CXCR1","NicheNet, CellChat","CXCL5*CXCR1","Ligand","Receptor"
"10302","DLK1","NOTCH1","NicheNet, CellChat","DLK1*NOTCH1","Ligand","Receptor"
"10303","DLK1","NOTCH2","NicheNet, CellChat","DLK1*NOTCH2","Ligand","Receptor"
"10304","DLK1","NOTCH3","NicheNet, CellChat","DLK1*NOTCH3","Ligand","Receptor"
"10305","DLK1","NOTCH4","NicheNet, CellChat","DLK1*NOTCH4","Ligand","Receptor"
"10306","DLL1","NOTCH1","NicheNet, CellChat","DLL1*NOTCH1","Ligand","Receptor"
"10307","DLL1","NOTCH2","NicheNet, CellChat","DLL1*NOTCH2","Ligand","Receptor"
"10308","DLL1","NOTCH3","NicheNet, CellChat","DLL1*NOTCH3","Ligand","Receptor"
"10309","DLL1","NOTCH4","NicheNet, CellChat","DLL1*NOTCH4","Ligand","Receptor"
"10310","DLL3","NOTCH1","NicheNet, CellChat","DLL3*NOTCH1","Ligand","Receptor"
"10311","DLL3","NOTCH2","NicheNet, CellChat","DLL3*NOTCH2","Ligand","Receptor"
"10312","DLL3","NOTCH3","NicheNet, CellChat","DLL3*NOTCH3","Ligand","Receptor"
"10313","DLL3","NOTCH4","NicheNet, CellChat","DLL3*NOTCH4","Ligand","Receptor"
"10314","DLL4","NOTCH1","NicheNet, CellChat","DLL4*NOTCH1","Ligand","Receptor"
"10315","DLL4","NOTCH2","NicheNet, CellChat","DLL4*NOTCH2","Ligand","Receptor"
"10316","DLL4","NOTCH3","NicheNet, CellChat","DLL4*NOTCH3","Ligand","Receptor"
"10317","DLL4","NOTCH4","NicheNet, CellChat","DLL4*NOTCH4","Ligand","Receptor"
"10318","EFNA1","EPHA1","NicheNet, CellChat","EFNA1*EPHA1","Ligand","Receptor"
"10319","EFNA1","EPHA2","NicheNet, CellChat","EFNA1*EPHA2","Ligand","Receptor"
"10320","EFNA1","EPHA3","NicheNet, CellChat","EFNA1*EPHA3","Ligand","Receptor"
"10321","EFNA1","EPHA4","NicheNet, CellChat","EFNA1*EPHA4","Ligand","Receptor"
"10322","EFNA1","EPHA5","NicheNet, CellChat","EFNA1*EPHA5","Ligand","Receptor"
"10323","EFNA1","EPHA7","NicheNet, CellChat","EFNA1*EPHA7","Ligand","Receptor"
"10324","EFNA1","EPHA8","NicheNet, CellChat","EFNA1*EPHA8","Ligand","Receptor"
"10325","EFNA2","EPHA1","NicheNet, CellChat","EFNA2*EPHA1","Ligand","Receptor"
"10326","EFNA2","EPHA2","NicheNet, CellChat","EFNA2*EPHA2","Ligand","Receptor"
"10327","EFNA2","EPHA3","NicheNet, CellChat","EFNA2*EPHA3","Ligand","Receptor"
"10328","EFNA2","EPHA4","NicheNet, CellChat","EFNA2*EPHA4","Ligand","Receptor"
"10329","EFNA2","EPHA5","NicheNet, CellChat","EFNA2*EPHA5","Ligand","Receptor"
"10330","EFNA2","EPHA7","NicheNet, CellChat","EFNA2*EPHA7","Ligand","Receptor"
"10331","EFNA2","EPHA8","NicheNet, CellChat","EFNA2*EPHA8","Ligand","Receptor"
"10332","EFNA3","EPHA1","NicheNet, CellChat","EFNA3*EPHA1","Ligand","Receptor"
"10333","EFNA3","EPHA2","NicheNet, CellChat","EFNA3*EPHA2","Ligand","Receptor"
"10334","EFNA3","EPHA3","NicheNet, CellChat","EFNA3*EPHA3","Ligand","Receptor"
"10335","EFNA3","EPHA4","NicheNet, CellChat","EFNA3*EPHA4","Ligand","Receptor"
"10336","EFNA3","EPHA5","NicheNet, CellChat","EFNA3*EPHA5","Ligand","Receptor"
"10337","EFNA3","EPHA7","NicheNet, CellChat","EFNA3*EPHA7","Ligand","Receptor"
"10338","EFNA3","EPHA8","NicheNet, CellChat","EFNA3*EPHA8","Ligand","Receptor"
"10339","EFNA4","EPHA1","NicheNet, CellChat","EFNA4*EPHA1","Ligand","Receptor"
"10340","EFNA4","EPHA2","NicheNet, CellChat","EFNA4*EPHA2","Ligand","Receptor"
"10341","EFNA4","EPHA3","NicheNet, CellChat","EFNA4*EPHA3","Ligand","Receptor"
"10342","EFNA4","EPHA4","NicheNet, CellChat","EFNA4*EPHA4","Ligand","Receptor"
"10343","EFNA4","EPHA5","NicheNet, CellChat","EFNA4*EPHA5","Ligand","Receptor"
"10344","EFNA4","EPHA7","NicheNet, CellChat","EFNA4*EPHA7","Ligand","Receptor"
"10345","EFNA4","EPHA8","NicheNet, CellChat","EFNA4*EPHA8","Ligand","Receptor"
"10346","EFNA5","EPHA1","NicheNet, CellChat","EFNA5*EPHA1","Ligand","Receptor"
"10347","EFNA5","EPHA2","NicheNet, CellChat","EFNA5*EPHA2","Ligand","Receptor"
"10348","EFNA5","EPHA3","NicheNet, CellChat","EFNA5*EPHA3","Ligand","Receptor"
"10349","EFNA5","EPHA4","NicheNet, CellChat","EFNA5*EPHA4","Ligand","Receptor"
"10350","EFNA5","EPHA5","NicheNet, CellChat","EFNA5*EPHA5","Ligand","Receptor"
"10351","EFNA5","EPHA7","NicheNet, CellChat","EFNA5*EPHA7","Ligand","Receptor"
"10352","EFNA5","EPHA8","NicheNet, CellChat","EFNA5*EPHA8","Ligand","Receptor"
"10353","EFNA5","EPHB2","NicheNet, CellChat","EFNA5*EPHB2","Ligand","Receptor"
"10354","EFNB1","EPHA4","NicheNet, CellChat","EFNB1*EPHA4","Ligand","Receptor"
"10355","EFNB1","EPHB1","NicheNet, CellChat","EFNB1*EPHB1","Ligand","Receptor"
"10356","EFNB1","EPHB2","NicheNet, CellChat","EFNB1*EPHB2","Ligand","Receptor"
"10357","EFNB1","EPHB3","NicheNet, CellChat","EFNB1*EPHB3","Ligand","Receptor"
"10358","EFNB1","EPHB4","NicheNet, CellChat","EFNB1*EPHB4","Ligand","Receptor"
"10359","EFNB2","EPHA4","NicheNet, CellChat","EFNB2*EPHA4","Ligand","Receptor"
"10360","EFNB2","EPHB1","NicheNet, CellChat","EFNB2*EPHB1","Ligand","Receptor"
"10361","EFNB2","EPHB2","NicheNet, CellChat","EFNB2*EPHB2","Ligand","Receptor"
"10362","EFNB2","EPHB3","NicheNet, CellChat","EFNB2*EPHB3","Ligand","Receptor"
"10363","EFNB2","EPHB4","NicheNet, CellChat","EFNB2*EPHB4","Ligand","Receptor"
"10364","EFNB3","EPHA4","NicheNet, CellChat","EFNB3*EPHA4","Ligand","Receptor"
"10365","EFNB3","EPHB1","NicheNet, CellChat","EFNB3*EPHB1","Ligand","Receptor"
"10366","EFNB3","EPHB2","NicheNet, CellChat","EFNB3*EPHB2","Ligand","Receptor"
"10367","EFNB3","EPHB3","NicheNet, CellChat","EFNB3*EPHB3","Ligand","Receptor"
"10368","EFNB3","EPHB4","NicheNet, CellChat","EFNB3*EPHB4","Ligand","Receptor"
"10369","EFNB3","EPHB6","NicheNet, CellChat","EFNB3*EPHB6","Ligand","Receptor"
"10370","F2","F2R","NicheNet, CellChat","F2*F2R","Ligand","Receptor"
"10371","F2","F2RL1","NicheNet, CellChat","F2*F2RL1","Ligand","Receptor"
"10372","F2","F2RL2","NicheNet, CellChat","F2*F2RL2","Ligand","Receptor"
"10373","F2","F2RL3","NicheNet, CellChat","F2*F2RL3","Ligand","Receptor"
"10374","FGF10","FGFR1","NicheNet, CellChat","FGF10*FGFR1","Ligand","Receptor"
"10375","FGF10","FGFR2","NicheNet, CellChat","FGF10*FGFR2","Ligand","Receptor"
"10376","FGF16","FGFR1","NicheNet, CellChat","FGF16*FGFR1","Ligand","Receptor"
"10377","FGF16","FGFR2","NicheNet, CellChat","FGF16*FGFR2","Ligand","Receptor"
"10378","FGF16","FGFR3","NicheNet, CellChat","FGF16*FGFR3","Ligand","Receptor"
"10379","FGF16","FGFR4","NicheNet, CellChat","FGF16*FGFR4","Ligand","Receptor"
"10380","FGF17","FGFR1","NicheNet, CellChat","FGF17*FGFR1","Ligand","Receptor"
"10381","FGF17","FGFR2","NicheNet, CellChat","FGF17*FGFR2","Ligand","Receptor"
"10382","FGF17","FGFR3","NicheNet, CellChat","FGF17*FGFR3","Ligand","Receptor"
"10383","FGF17","FGFR4","NicheNet, CellChat","FGF17*FGFR4","Ligand","Receptor"
"10384","FGF18","FGFR1","NicheNet, CellChat","FGF18*FGFR1","Ligand","Receptor"
"10385","FGF18","FGFR2","NicheNet, CellChat","FGF18*FGFR2","Ligand","Receptor"
"10386","FGF18","FGFR3","NicheNet, CellChat","FGF18*FGFR3","Ligand","Receptor"
"10387","FGF18","FGFR4","NicheNet, CellChat","FGF18*FGFR4","Ligand","Receptor"
"10388","FGF19","FGFR1","NicheNet, CellChat","FGF19*FGFR1","Ligand","Receptor"
"10389","FGF19","FGFR2","NicheNet, CellChat","FGF19*FGFR2","Ligand","Receptor"
"10390","FGF19","FGFR3","NicheNet, CellChat","FGF19*FGFR3","Ligand","Receptor"
"10391","FGF19","FGFR4","NicheNet, CellChat","FGF19*FGFR4","Ligand","Receptor"
"10392","FGF1","FGFR1","NicheNet, CellChat","FGF1*FGFR1","Ligand","Receptor"
"10393","FGF1","FGFR2","NicheNet, CellChat","FGF1*FGFR2","Ligand","Receptor"
"10394","FGF1","FGFR3","NicheNet, CellChat","FGF1*FGFR3","Ligand","Receptor"
"10395","FGF1","FGFR4","NicheNet, CellChat","FGF1*FGFR4","Ligand","Receptor"
"10396","FGF22","FGFR2","NicheNet, CellChat","FGF22*FGFR2","Ligand","Receptor"
"10397","FGF23","FGFR1","NicheNet, CellChat","FGF23*FGFR1","Ligand","Receptor"
"10398","FGF23","FGFR4","NicheNet, CellChat","FGF23*FGFR4","Ligand","Receptor"
"10399","FGF2","FGFR1","NicheNet, CellChat","FGF2*FGFR1","Ligand","Receptor"
"10400","FGF2","FGFR2","NicheNet, CellChat","FGF2*FGFR2","Ligand","Receptor"
"10401","FGF2","FGFR3","NicheNet, CellChat","FGF2*FGFR3","Ligand","Receptor"
"10402","FGF2","FGFR4","NicheNet, CellChat","FGF2*FGFR4","Ligand","Receptor"
"10403","FGF3","FGFR1","NicheNet, CellChat","FGF3*FGFR1","Ligand","Receptor"
"10404","FGF3","FGFR2","NicheNet, CellChat","FGF3*FGFR2","Ligand","Receptor"
"10405","FGF4","FGFR1","NicheNet, CellChat","FGF4*FGFR1","Ligand","Receptor"
"10406","FGF4","FGFR2","NicheNet, CellChat","FGF4*FGFR2","Ligand","Receptor"
"10407","FGF4","FGFR3","NicheNet, CellChat","FGF4*FGFR3","Ligand","Receptor"
"10408","FGF4","FGFR4","NicheNet, CellChat","FGF4*FGFR4","Ligand","Receptor"
"10409","FGF5","FGFR1","NicheNet, CellChat","FGF5*FGFR1","Ligand","Receptor"
"10410","FGF5","FGFR2","NicheNet, CellChat","FGF5*FGFR2","Ligand","Receptor"
"10411","FGF5","FGFR3","NicheNet, CellChat","FGF5*FGFR3","Ligand","Receptor"
"10412","FGF5","FGFR4","NicheNet, CellChat","FGF5*FGFR4","Ligand","Receptor"
"10413","FGF6","FGFR1","NicheNet, CellChat","FGF6*FGFR1","Ligand","Receptor"
"10414","FGF6","FGFR2","NicheNet, CellChat","FGF6*FGFR2","Ligand","Receptor"
"10415","FGF6","FGFR4","NicheNet, CellChat","FGF6*FGFR4","Ligand","Receptor"
"10416","FGF7","FGFR2","NicheNet, CellChat","FGF7*FGFR2","Ligand","Receptor"
"10417","FGF8","FGFR1","NicheNet, CellChat","FGF8*FGFR1","Ligand","Receptor"
"10418","FGF8","FGFR2","NicheNet, CellChat","FGF8*FGFR2","Ligand","Receptor"
"10419","FGF8","FGFR3","NicheNet, CellChat","FGF8*FGFR3","Ligand","Receptor"
"10420","FGF8","FGFR4","NicheNet, CellChat","FGF8*FGFR4","Ligand","Receptor"
"10421","FGF9","FGFR1","NicheNet, CellChat","FGF9*FGFR1","Ligand","Receptor"
"10422","FGF9","FGFR2","NicheNet, CellChat","FGF9*FGFR2","Ligand","Receptor"
"10423","FGF9","FGFR3","NicheNet, CellChat","FGF9*FGFR3","Ligand","Receptor"
"10424","FGF9","FGFR4","NicheNet, CellChat","FGF9*FGFR4","Ligand","Receptor"
"10425","GUCA2A","GUCY2C","NicheNet, CellChat","GUCA2A*GUCY2C","Ligand","Receptor"
"10426","GUCA2B","GUCY2C","NicheNet, CellChat","GUCA2B*GUCY2C","Ligand","Receptor"
"10427","HLA-C","KIR2DL3","NicheNet, CellChat","HLA-C*KIR2DL3","Ligand","Receptor"
"10428","HLA-E","KLRC2","NicheNet, CellChat","HLA-E*KLRC2","Ligand","Receptor"
"10429","IGF2","IGF2R","NicheNet, CellChat","IGF2*IGF2R","Ligand","Receptor"
"10430","IL13","IL13RA2","NicheNet, CellChat","IL13*IL13RA2","Ligand","Receptor"
"10431","IL16","CD4","NicheNet, CellChat","IL16*CD4","Ligand","Receptor"
"10432","JAG1","NOTCH1","NicheNet, CellChat","JAG1*NOTCH1","Ligand","Receptor"
"10433","JAG1","NOTCH2","NicheNet, CellChat","JAG1*NOTCH2","Ligand","Receptor"
"10434","JAG1","NOTCH3","NicheNet, CellChat","JAG1*NOTCH3","Ligand","Receptor"
"10435","JAG1","NOTCH4","NicheNet, CellChat","JAG1*NOTCH4","Ligand","Receptor"
"10436","JAG2","NOTCH1","NicheNet, CellChat","JAG2*NOTCH1","Ligand","Receptor"
"10437","JAG2","NOTCH2","NicheNet, CellChat","JAG2*NOTCH2","Ligand","Receptor"
"10438","JAG2","NOTCH3","NicheNet, CellChat","JAG2*NOTCH3","Ligand","Receptor"
"10439","JAG2","NOTCH4","NicheNet, CellChat","JAG2*NOTCH4","Ligand","Receptor"
"10440","MDK","ALK","NicheNet, CellChat","MDK*ALK","Ligand","Receptor"
"10441","MDK","PTPRZ1","NicheNet, CellChat","MDK*PTPRZ1","Ligand","Receptor"
"10442","NAMPT","INSR","NicheNet, CellChat","NAMPT*INSR","Ligand","Receptor"
"10443","NGF","NTRK1","NicheNet, CellChat","NGF*NTRK1","Ligand","Receptor"
"10444","NTF3","NTRK1","NicheNet, CellChat","NTF3*NTRK1","Ligand","Receptor"
"10445","NTF3","NTRK2","NicheNet, CellChat","NTF3*NTRK2","Ligand","Receptor"
"10446","NTF4","NTRK2","NicheNet, CellChat","NTF4*NTRK2","Ligand","Receptor"
"10447","PDGFD","PDGFRB","NicheNet, CellChat","PDGFD*PDGFRB","Ligand","Receptor"
"10448","PGF","FLT1","NicheNet, CellChat","PGF*FLT1","Ligand","Receptor"
"10449","PTH","PTH1R","NicheNet, CellChat","PTH*PTH1R","Ligand","Receptor"
"10450","PTH","PTH2R","NicheNet, CellChat","PTH*PTH2R","Ligand","Receptor"
"10451","PTN","PTPRZ1","NicheNet, CellChat","PTN*PTPRZ1","Ligand","Receptor"
"10452","SEMA3E","PLXND1","NicheNet, CellChat","SEMA3E*PLXND1","Ligand","Receptor"
"10453","SEMA4D","PLXNB1","NicheNet, CellChat","SEMA4D*PLXNB1","Ligand","Receptor"
"10454","SEMA4D","PLXNB2","NicheNet, CellChat","SEMA4D*PLXNB2","Ligand","Receptor"
"10455","SEMA5A","PLXNB3","NicheNet, CellChat","SEMA5A*PLXNB3","Ligand","Receptor"
"10456","SEMA6D","PLXNA1","NicheNet, CellChat","SEMA6D*PLXNA1","Ligand","Receptor"
"10457","SEMA7A","PLXNC1","NicheNet, CellChat","SEMA7A*PLXNC1","Ligand","Receptor"
"10458","SPP1","CD44","NicheNet, CellChat","SPP1*CD44","Ligand","Receptor"
"10459","THBS1","CD36","NicheNet, CellChat","THBS1*CD36","Ligand","Receptor"
"10460","THBS1","CD47","NicheNet, CellChat","THBS1*CD47","Ligand","Receptor"
"10461","THBS1","SDC1","NicheNet, CellChat","THBS1*SDC1","Ligand","Receptor"
"10462","THBS2","CD47","NicheNet, CellChat","THBS2*CD47","Ligand","Receptor"
"10463","WNT11","FZD7","NicheNet, CellChat","WNT11*FZD7","Ligand","Receptor"
"10464","WNT5A","FZD2","NicheNet, CellChat","WNT5A*FZD2","Ligand","Receptor"
"10465","WNT5A","FZD4","NicheNet, CellChat","WNT5A*FZD4","Ligand","Receptor"
"10466","WNT5A","FZD7","NicheNet, CellChat","WNT5A*FZD7","Ligand","Receptor"
"10467","HLA-DRA","CD4","NicheNet, CellChat","HLA-DRA*CD4","Ligand","Receptor"
"10468","HLA-F","CD8A","NicheNet, CellChat","HLA-F*CD8A","Ligand","Receptor"
"10469","ICOSLG","ICOS","NicheNet, CellChat","ICOSLG*ICOS","Ligand","Receptor"
"10470","NRXN1","NLGN1","NicheNet, CellChat","NRXN1*NLGN1","Ligand","Receptor"
"10471","ICOSLG","CD28","NicheNet, CellChat","ICOSLG*CD28","Ligand","Receptor"
"10472","ICOSLG","CTLA4","NicheNet, CellChat","ICOSLG*CTLA4","Ligand","Receptor"
"10473","COL2A1","CD44","NicheNet, CellChat","COL2A1*CD44","Ligand","Receptor"
"10474","LAMA1","CD44","NicheNet, CellChat","LAMA1*CD44","Ligand","Receptor"
"10475","COL2A1","SDC1","NicheNet, CellChat","COL2A1*SDC1","Ligand","Receptor"
"10476","LAMA1","SV2A","NicheNet, CellChat","LAMA1*SV2A","Ligand","Receptor"
"10477","COL2A1","GP6","NicheNet, CellChat","COL2A1*GP6","Ligand","Receptor"
"10478","LAMA1","DAG1","NicheNet, CellChat","LAMA1*DAG1","Ligand","Receptor"
"10479","CCL3L3","CCR1","NicheNet, CellChat","CCL3L3*CCR1","Ligand","Receptor"
"10480","EDN2","EDNRB","NicheNet, CellChat","EDN2*EDNRB","Ligand","Receptor"
"10481","FGF6","FGFR3","NicheNet, CellChat","FGF6*FGFR3","Ligand","Receptor"
"10482","LAMA2","DAG1","NicheNet, CellChat","LAMA2*DAG1","Ligand","Receptor"
"10483","FGF23","FGFR3","NicheNet, CellChat","FGF23*FGFR3","Ligand","Receptor"
"10484","WNT5A","FZD5","NicheNet, CellChat","WNT5A*FZD5","Ligand","Receptor"
"10485","WNT5A","FZD3","NicheNet, CellChat","WNT5A*FZD3","Ligand","Receptor"
"10486","WNT11","FZD3","NicheNet, CellChat","WNT11*FZD3","Ligand","Receptor"
"10487","WNT11","FZD6","NicheNet, CellChat","WNT11*FZD6","Ligand","Receptor"
"10488","PTN","ALK","NicheNet, CellChat","PTN*ALK","Ligand","Receptor"
"10489","PLG","F2RL1","NicheNet, CellChat","PLG*F2RL1","Ligand","Receptor"
"10490","PENK","OPRL1","NicheNet, CellChat","PENK*OPRL1","Ligand","Receptor"
"10491","EDN1","EDNRB","NicheNet, CellChat","EDN1*EDNRB","Ligand","Receptor"
"10492","MDK","LRP1","NicheNet, CellChat","MDK*LRP1","Ligand","Receptor"
"10493","MDK","SDC4","NicheNet, CellChat","MDK*SDC4","Ligand","Receptor"
"10494","WNT5A","FZD1","NicheNet, CellChat","WNT5A*FZD1","Ligand","Receptor"
"10495","CTSG","F2RL1","NicheNet, CellChat","CTSG*F2RL1","Ligand","Receptor"
"10496","PF4","CXCR3","NicheNet, CellChat","PF4*CXCR3","Ligand","Receptor"
"10497","CXCL13","CXCR3","NicheNet, CellChat","CXCL13*CXCR3","Ligand","Receptor"
"10498","PLG","F2R","NicheNet, CellChat","PLG*F2R","Ligand","Receptor"
"10499","GCG","GIPR","NicheNet, CellChat","GCG*GIPR","Ligand","Receptor"
"10500","EDN3","EDNRA","NicheNet, CellChat","EDN3*EDNRA","Ligand","Receptor"
"10501","WNT11","FZD1","NicheNet, CellChat","WNT11*FZD1","Ligand","Receptor"
"10502","POMC","OPRL1","NicheNet, CellChat","POMC*OPRL1","Ligand","Receptor"
"10503","PDYN","OPRL1","NicheNet, CellChat","PDYN*OPRL1","Ligand","Receptor"
"10504","GHRH","VIPR2","NicheNet, CellChat","GHRH*VIPR2","Ligand","Receptor"
"10505","PPY","NPY2R","NicheNet, CellChat","PPY*NPY2R","Ligand","Receptor"
"10506","LAMB1","DAG1","NicheNet, CellChat","LAMB1*DAG1","Ligand","Receptor"
"10507","IAPP","CALCRL","NicheNet, CellChat","IAPP*CALCRL","Ligand","Receptor"
"10508","HLA-E","KLRK1","NicheNet, CellChat","HLA-E*KLRK1","Ligand","Receptor"
"10509","WNT5A","FZD8","NicheNet, CellChat","WNT5A*FZD8","Ligand","Receptor"
"10510","INSL3","RXFP1","NicheNet, CellChat","INSL3*RXFP1","Ligand","Receptor"
"10511","FGF7","FGFR1","NicheNet, CellChat","FGF7*FGFR1","Ligand","Receptor"
"10512","PTN","SDC1","NicheNet, CellChat","PTN*SDC1","Ligand","Receptor"
"10513","MDK","SDC1","NicheNet, CellChat","MDK*SDC1","Ligand","Receptor"
"10514","PTN","SDC3","NicheNet, CellChat","PTN*SDC3","Ligand","Receptor"
"10515","CTSG","F2RL2","NicheNet, CellChat","CTSG*F2RL2","Ligand","Receptor"
"10516","HLA-E","CD8A","NicheNet, CellChat","HLA-E*CD8A","Ligand","Receptor"
"10517","HLA-G","CD8A","NicheNet, CellChat","HLA-G*CD8A","Ligand","Receptor"
"10518","CCL27","CCR2","NicheNet, CellChat","CCL27*CCR2","Ligand","Receptor"
"10519","CCL27","CCR3","NicheNet, CellChat","CCL27*CCR3","Ligand","Receptor"
"10520","NCAM1","FGFR1","NicheNet, CellChat","NCAM1*FGFR1","Ligand","Receptor"
"10521","SELE","CD44","NicheNet, CellChat","SELE*CD44","Ligand","Receptor"
"10522","ITGB2","ICAM2","NicheNet, CellChat","ITGB2*ICAM2","Ligand","Receptor"
"10523","CD6","ALCAM","NicheNet, CellChat","CD6*ALCAM","Ligand","Receptor"
"10524","NCAM1","L1CAM","NicheNet, CellChat","NCAM1*L1CAM","Ligand","Receptor"
"10525","NECTIN1","NECTIN3","NicheNet, CellChat","NECTIN1*NECTIN3","Ligand","Receptor"
"10526","SELL","CD34","NicheNet, CellChat","SELL*CD34","Ligand","Receptor"
"10527","JAM2","F11R","NicheNet, CellChat","JAM2*F11R","Ligand","Receptor"
"10528","NECTIN1","CADM3","NicheNet, CellChat","NECTIN1*CADM3","Ligand","Receptor"
"10529","IL34","CSF1R","NicheNet, CellChat","IL34*CSF1R","Ligand","Receptor"
"10530","CCL5","ACKR1","NicheNet, CellChat","CCL5*ACKR1","Ligand","Receptor"
"10531","CCL2","ACKR1","NicheNet, CellChat","CCL2*ACKR1","Ligand","Receptor"
"10532","CCL8","ACKR1","NicheNet, CellChat","CCL8*ACKR1","Ligand","Receptor"
"10533","CCL17","ACKR1","NicheNet, CellChat","CCL17*ACKR1","Ligand","Receptor"
"10534","CXCL5","ACKR1","NicheNet, CellChat","CXCL5*ACKR1","Ligand","Receptor"
