"","from","to","source","path","from.Role","to.Role"
"8843","RLN3","DRD4","NicheNet","RLN3*DRD4","Ligand","Receptor"
"8844","CCL19","DRD4","NicheNet","CCL19*DRD4","Ligand","Receptor"
"8845","CXCL16","DRD4","NicheNet","CXCL16*DRD4","Ligand","Receptor"
"8846","CCL28","DRD4","NicheNet","CCL28*DRD4","Ligand","Receptor"
"8847","APLN","DRD4","NicheNet","APLN*DRD4","Ligand","Receptor"
"8848","CCL27","DRD4","NicheNet","CCL27*DRD4","Ligand","Receptor"
"8849","INSL5","DRD4","NicheNet","INSL5*DRD4","Ligand","Receptor"
"8850","ADM","DRD5","NicheNet","ADM*DRD5","Ligand","Receptor"
"8851","INSL3","DRD5","NicheNet","INSL3*DRD5","Ligand","Receptor"
"8852","ADM2","DRD5","NicheNet","ADM2*DRD5","Ligand","Receptor"
"8853","RLN3","DRD5","NicheNet","RLN3*DRD5","Ligand","Receptor"
"8854","FGF21","FGFR4","NicheNet","FGF21*FGFR4","Ligand","Receptor"
"8855","KL","FGFR4","NicheNet","KL*FGFR4","Ligand","Receptor"
"8856","KL","FGFR3","NicheNet","KL*FGFR3","Ligand","Receptor"
"8857","NTS","ADRA1D","NicheNet","NTS*ADRA1D","Ligand","Receptor"
"8858","XCL1","ADRA1D","NicheNet","XCL1*ADRA1D","Ligand","Receptor"
"8859","PROK1","ADRA1D","NicheNet","PROK1*ADRA1D","Ligand","Receptor"
"8860","QRFP","ADRA1D","NicheNet","QRFP*ADRA1D","Ligand","Receptor"
"8861","UTS2B","ADRA1D","NicheNet","UTS2B*ADRA1D","Ligand","Receptor"
"8862","XCL2","ADRA1D","NicheNet","XCL2*ADRA1D","Ligand","Receptor"
"8863","GHRL","ADRA1D","NicheNet","GHRL*ADRA1D","Ligand","Receptor"
"8864","NTS","PTAFR","NicheNet","NTS*PTAFR","Ligand","Receptor"
"8865","XCL1","PTAFR","NicheNet","XCL1*PTAFR","Ligand","Receptor"
"8866","PROK1","PTAFR","NicheNet","PROK1*PTAFR","Ligand","Receptor"
"8867","QRFP","PTAFR","NicheNet","QRFP*PTAFR","Ligand","Receptor"
"8868","UTS2B","PTAFR","NicheNet","UTS2B*PTAFR","Ligand","Receptor"
"8869","XCL2","PTAFR","NicheNet","XCL2*PTAFR","Ligand","Receptor"
"8870","GHRL","PTAFR","NicheNet","GHRL*PTAFR","Ligand","Receptor"
"8871","GDF1","ACVR2A","NicheNet","GDF1*ACVR2A","Ligand","Receptor"
"8872","ADM","ADORA2A","NicheNet","ADM*ADORA2A","Ligand","Receptor"
"8873","INSL3","ADORA2A","NicheNet","INSL3*ADORA2A","Ligand","Receptor"
"8874","ADM2","ADORA2A","NicheNet","ADM2*ADORA2A","Ligand","Receptor"
"8875","RLN3","ADORA2A","NicheNet","RLN3*ADORA2A","Ligand","Receptor"
"8876","IL2","PTPN6","NicheNet","IL2*PTPN6","Ligand","Receptor"
"8877","CXCL5","ADORA1","NicheNet","CXCL5*ADORA1","Ligand","Receptor"
"8878","CXCL12","ADORA1","NicheNet","CXCL12*ADORA1","Ligand","Receptor"
"8879","SST","ADORA1","NicheNet","SST*ADORA1","Ligand","Receptor"
"8880","CCL20","ADORA1","NicheNet","CCL20*ADORA1","Ligand","Receptor"
"8881","CXCL6","ADORA1","NicheNet","CXCL6*ADORA1","Ligand","Receptor"
"8882","CXCL9","ADORA1","NicheNet","CXCL9*ADORA1","Ligand","Receptor"
"8883","PNOC","ADORA1","NicheNet","PNOC*ADORA1","Ligand","Receptor"
"8884","RLN3","ADORA1","NicheNet","RLN3*ADORA1","Ligand","Receptor"
"8885","CCL19","ADORA1","NicheNet","CCL19*ADORA1","Ligand","Receptor"
"8886","CXCL16","ADORA1","NicheNet","CXCL16*ADORA1","Ligand","Receptor"
"8887","CCL28","ADORA1","NicheNet","CCL28*ADORA1","Ligand","Receptor"
"8888","APLN","ADORA1","NicheNet","APLN*ADORA1","Ligand","Receptor"
"8889","CCL27","ADORA1","NicheNet","CCL27*ADORA1","Ligand","Receptor"
"8890","INSL5","ADORA1","NicheNet","INSL5*ADORA1","Ligand","Receptor"
"8891","CXCL5","CNR2","NicheNet","CXCL5*CNR2","Ligand","Receptor"
"8892","CXCL12","CNR2","NicheNet","CXCL12*CNR2","Ligand","Receptor"
"8893","SST","CNR2","NicheNet","SST*CNR2","Ligand","Receptor"
"8894","CCL20","CNR2","NicheNet","CCL20*CNR2","Ligand","Receptor"
"8895","CXCL6","CNR2","NicheNet","CXCL6*CNR2","Ligand","Receptor"
"8896","CXCL9","CNR2","NicheNet","CXCL9*CNR2","Ligand","Receptor"
"8897","PNOC","CNR2","NicheNet","PNOC*CNR2","Ligand","Receptor"
"8898","RLN3","CNR2","NicheNet","RLN3*CNR2","Ligand","Receptor"
"8899","CCL19","CNR2","NicheNet","CCL19*CNR2","Ligand","Receptor"
"8900","CXCL16","CNR2","NicheNet","CXCL16*CNR2","Ligand","Receptor"
"8901","CCL28","CNR2","NicheNet","CCL28*CNR2","Ligand","Receptor"
"8902","APLN","CNR2","NicheNet","APLN*CNR2","Ligand","Receptor"
"8903","CCL27","CNR2","NicheNet","CCL27*CNR2","Ligand","Receptor"
"8904","INSL5","CNR2","NicheNet","INSL5*CNR2","Ligand","Receptor"
"8905","XCL1","PTGER1","NicheNet","XCL1*PTGER1","Ligand","Receptor"
"8906","PROK1","PTGER1","NicheNet","PROK1*PTGER1","Ligand","Receptor"
"8907","QRFP","PTGER1","NicheNet","QRFP*PTGER1","Ligand","Receptor"
"8908","UTS2B","PTGER1","NicheNet","UTS2B*PTGER1","Ligand","Receptor"
"8909","XCL2","PTGER1","NicheNet","XCL2*PTGER1","Ligand","Receptor"
"8910","GHRL","PTGER1","NicheNet","GHRL*PTGER1","Ligand","Receptor"
"8911","XCL1","ADRA1A","NicheNet","XCL1*ADRA1A","Ligand","Receptor"
"8912","PROK1","ADRA1A","NicheNet","PROK1*ADRA1A","Ligand","Receptor"
"8913","QRFP","ADRA1A","NicheNet","QRFP*ADRA1A","Ligand","Receptor"
"8914","UTS2B","ADRA1A","NicheNet","UTS2B*ADRA1A","Ligand","Receptor"
"8915","XCL2","ADRA1A","NicheNet","XCL2*ADRA1A","Ligand","Receptor"
"8916","GHRL","ADRA1A","NicheNet","GHRL*ADRA1A","Ligand","Receptor"
"8917","XCL1","ADRA1B","NicheNet","XCL1*ADRA1B","Ligand","Receptor"
"8918","PROK1","ADRA1B","NicheNet","PROK1*ADRA1B","Ligand","Receptor"
"8919","QRFP","ADRA1B","NicheNet","QRFP*ADRA1B","Ligand","Receptor"
"8920","UTS2B","ADRA1B","NicheNet","UTS2B*ADRA1B","Ligand","Receptor"
"8921","XCL2","ADRA1B","NicheNet","XCL2*ADRA1B","Ligand","Receptor"
"8922","GHRL","ADRA1B","NicheNet","GHRL*ADRA1B","Ligand","Receptor"
"8923","INSL3","PTGER4","NicheNet","INSL3*PTGER4","Ligand","Receptor"
"8924","ADM2","PTGER4","NicheNet","ADM2*PTGER4","Ligand","Receptor"
"8925","RLN3","PTGER4","NicheNet","RLN3*PTGER4","Ligand","Receptor"
"8926","CXCL5","DRD3","NicheNet","CXCL5*DRD3","Ligand","Receptor"
"8927","CXCL12","DRD3","NicheNet","CXCL12*DRD3","Ligand","Receptor"
"8928","SST","DRD3","NicheNet","SST*DRD3","Ligand","Receptor"
"8929","CCL20","DRD3","NicheNet","CCL20*DRD3","Ligand","Receptor"
"8930","CXCL6","DRD3","NicheNet","CXCL6*DRD3","Ligand","Receptor"
"8931","CXCL9","DRD3","NicheNet","CXCL9*DRD3","Ligand","Receptor"
"8932","PNOC","DRD3","NicheNet","PNOC*DRD3","Ligand","Receptor"
"8933","RLN3","DRD3","NicheNet","RLN3*DRD3","Ligand","Receptor"
"8934","CCL19","DRD3","NicheNet","CCL19*DRD3","Ligand","Receptor"
"8935","CXCL16","DRD3","NicheNet","CXCL16*DRD3","Ligand","Receptor"
"8936","CCL28","DRD3","NicheNet","CCL28*DRD3","Ligand","Receptor"
"8937","APLN","DRD3","NicheNet","APLN*DRD3","Ligand","Receptor"
"8938","CCL27","DRD3","NicheNet","CCL27*DRD3","Ligand","Receptor"
"8939","INSL5","DRD3","NicheNet","INSL5*DRD3","Ligand","Receptor"
"8940","CD320","TGFBR2","NicheNet","CD320*TGFBR2","Ligand","Receptor"
"8941","EBI3","IL6ST","NicheNet","EBI3*IL6ST","Ligand","Receptor"
"8942","IL27","IL6ST","NicheNet","IL27*IL6ST","Ligand","Receptor"
"8943","CXCL5","CASR","NicheNet","CXCL5*CASR","Ligand","Receptor"
"8944","XCL1","CASR","NicheNet","XCL1*CASR","Ligand","Receptor"
"8945","CXCL12","CASR","NicheNet","CXCL12*CASR","Ligand","Receptor"
"8946","PROK1","CASR","NicheNet","PROK1*CASR","Ligand","Receptor"
"8947","SST","CASR","NicheNet","SST*CASR","Ligand","Receptor"
"8948","CCL20","CASR","NicheNet","CCL20*CASR","Ligand","Receptor"
"8949","CXCL6","CASR","NicheNet","CXCL6*CASR","Ligand","Receptor"
"8950","QRFP","CASR","NicheNet","QRFP*CASR","Ligand","Receptor"
"8951","CXCL9","CASR","NicheNet","CXCL9*CASR","Ligand","Receptor"
"8952","PNOC","CASR","NicheNet","PNOC*CASR","Ligand","Receptor"
"8953","UTS2B","CASR","NicheNet","UTS2B*CASR","Ligand","Receptor"
"8954","RLN3","CASR","NicheNet","RLN3*CASR","Ligand","Receptor"
"8955","CCL19","CASR","NicheNet","CCL19*CASR","Ligand","Receptor"
"8956","CXCL16","CASR","NicheNet","CXCL16*CASR","Ligand","Receptor"
"8957","CCL28","CASR","NicheNet","CCL28*CASR","Ligand","Receptor"
"8958","XCL2","CASR","NicheNet","XCL2*CASR","Ligand","Receptor"
"8959","GHRL","CASR","NicheNet","GHRL*CASR","Ligand","Receptor"
"8960","APLN","CASR","NicheNet","APLN*CASR","Ligand","Receptor"
"8961","CCL27","CASR","NicheNet","CCL27*CASR","Ligand","Receptor"
"8962","INSL5","CASR","NicheNet","INSL5*CASR","Ligand","Receptor"
"8963","XCL1","P2RY2","NicheNet","XCL1*P2RY2","Ligand","Receptor"
"8964","PROK1","P2RY2","NicheNet","PROK1*P2RY2","Ligand","Receptor"
"8965","QRFP","P2RY2","NicheNet","QRFP*P2RY2","Ligand","Receptor"
"8966","UTS2B","P2RY2","NicheNet","UTS2B*P2RY2","Ligand","Receptor"
"8967","XCL2","P2RY2","NicheNet","XCL2*P2RY2","Ligand","Receptor"
"8968","GHRL","P2RY2","NicheNet","GHRL*P2RY2","Ligand","Receptor"
"8969","XCL1","GRM5","NicheNet","XCL1*GRM5","Ligand","Receptor"
"8970","PROK1","GRM5","NicheNet","PROK1*GRM5","Ligand","Receptor"
"8971","QRFP","GRM5","NicheNet","QRFP*GRM5","Ligand","Receptor"
"8972","UTS2B","GRM5","NicheNet","UTS2B*GRM5","Ligand","Receptor"
"8973","XCL2","GRM5","NicheNet","XCL2*GRM5","Ligand","Receptor"
"8974","GHRL","GRM5","NicheNet","GHRL*GRM5","Ligand","Receptor"
"8975","XCL1","PTGFR","NicheNet","XCL1*PTGFR","Ligand","Receptor"
"8976","PROK1","PTGFR","NicheNet","PROK1*PTGFR","Ligand","Receptor"
"8977","QRFP","PTGFR","NicheNet","QRFP*PTGFR","Ligand","Receptor"
"8978","UTS2B","PTGFR","NicheNet","UTS2B*PTGFR","Ligand","Receptor"
"8979","XCL2","PTGFR","NicheNet","XCL2*PTGFR","Ligand","Receptor"
"8980","GHRL","PTGFR","NicheNet","GHRL*PTGFR","Ligand","Receptor"
"8981","CXCL12","PTGER3","NicheNet","CXCL12*PTGER3","Ligand","Receptor"
"8982","SST","PTGER3","NicheNet","SST*PTGER3","Ligand","Receptor"
"8983","CCL20","PTGER3","NicheNet","CCL20*PTGER3","Ligand","Receptor"
"8984","CXCL6","PTGER3","NicheNet","CXCL6*PTGER3","Ligand","Receptor"
"8985","CXCL9","PTGER3","NicheNet","CXCL9*PTGER3","Ligand","Receptor"
"8986","PNOC","PTGER3","NicheNet","PNOC*PTGER3","Ligand","Receptor"
"8987","CMTM4","PTGER3","NicheNet","CMTM4*PTGER3","Ligand","Receptor"
"8988","RLN3","PTGER3","NicheNet","RLN3*PTGER3","Ligand","Receptor"
"8989","CCL19","PTGER3","NicheNet","CCL19*PTGER3","Ligand","Receptor"
"8990","CXCL16","PTGER3","NicheNet","CXCL16*PTGER3","Ligand","Receptor"
"8991","CCL28","PTGER3","NicheNet","CCL28*PTGER3","Ligand","Receptor"
"8992","APLN","PTGER3","NicheNet","APLN*PTGER3","Ligand","Receptor"
"8993","CCL27","PTGER3","NicheNet","CCL27*PTGER3","Ligand","Receptor"
"8994","INSL5","PTGER3","NicheNet","INSL5*PTGER3","Ligand","Receptor"
"8995","INSL3","PTGER2","NicheNet","INSL3*PTGER2","Ligand","Receptor"
"8996","ADM2","PTGER2","NicheNet","ADM2*PTGER2","Ligand","Receptor"
"8997","RLN3","PTGER2","NicheNet","RLN3*PTGER2","Ligand","Receptor"
"8998","INSL3","PTGIR","NicheNet","INSL3*PTGIR","Ligand","Receptor"
"8999","ADM2","PTGIR","NicheNet","ADM2*PTGIR","Ligand","Receptor"
"9000","RLN3","PTGIR","NicheNet","RLN3*PTGIR","Ligand","Receptor"
"9001","GHRL","PTGIR","NicheNet","GHRL*PTGIR","Ligand","Receptor"
"9002","XCL1","LPAR6","NicheNet","XCL1*LPAR6","Ligand","Receptor"
"9003","PROK1","LPAR6","NicheNet","PROK1*LPAR6","Ligand","Receptor"
"9004","QRFP","LPAR6","NicheNet","QRFP*LPAR6","Ligand","Receptor"
"9005","UTS2B","LPAR6","NicheNet","UTS2B*LPAR6","Ligand","Receptor"
"9006","XCL2","LPAR6","NicheNet","XCL2*LPAR6","Ligand","Receptor"
"9007","GHRL","LPAR6","NicheNet","GHRL*LPAR6","Ligand","Receptor"
"9008","XCL1","P2RY1","NicheNet","XCL1*P2RY1","Ligand","Receptor"
"9009","PROK1","P2RY1","NicheNet","PROK1*P2RY1","Ligand","Receptor"
"9010","QRFP","P2RY1","NicheNet","QRFP*P2RY1","Ligand","Receptor"
"9011","UTS2B","P2RY1","NicheNet","UTS2B*P2RY1","Ligand","Receptor"
"9012","XCL2","P2RY1","NicheNet","XCL2*P2RY1","Ligand","Receptor"
"9013","GHRL","P2RY1","NicheNet","GHRL*P2RY1","Ligand","Receptor"
"9014","GMFB","MTNR1A","NicheNet","GMFB*MTNR1A","Ligand","Receptor"
"9015","IL16","KCNJ1","NicheNet","IL16*KCNJ1","Ligand","Receptor"
"9016","SST","HCAR3","NicheNet","SST*HCAR3","Ligand","Receptor"
"9017","CCL20","HCAR3","NicheNet","CCL20*HCAR3","Ligand","Receptor"
"9018","CXCL6","HCAR3","NicheNet","CXCL6*HCAR3","Ligand","Receptor"
"9019","CXCL9","HCAR3","NicheNet","CXCL9*HCAR3","Ligand","Receptor"
"9020","PNOC","HCAR3","NicheNet","PNOC*HCAR3","Ligand","Receptor"
"9021","RLN3","HCAR3","NicheNet","RLN3*HCAR3","Ligand","Receptor"
"9022","CCL19","HCAR3","NicheNet","CCL19*HCAR3","Ligand","Receptor"
"9023","CXCL16","HCAR3","NicheNet","CXCL16*HCAR3","Ligand","Receptor"
"9024","CCL28","HCAR3","NicheNet","CCL28*HCAR3","Ligand","Receptor"
"9025","APLN","HCAR3","NicheNet","APLN*HCAR3","Ligand","Receptor"
"9026","CCL27","HCAR3","NicheNet","CCL27*HCAR3","Ligand","Receptor"
"9027","INSL5","HCAR3","NicheNet","INSL5*HCAR3","Ligand","Receptor"
"9028","GMFB","MTNR1B","NicheNet","GMFB*MTNR1B","Ligand","Receptor"
"9029","SST","P2RY4","NicheNet","SST*P2RY4","Ligand","Receptor"
"9030","CCL20","P2RY4","NicheNet","CCL20*P2RY4","Ligand","Receptor"
"9031","CXCL6","P2RY4","NicheNet","CXCL6*P2RY4","Ligand","Receptor"
"9032","CXCL9","P2RY4","NicheNet","CXCL9*P2RY4","Ligand","Receptor"
"9033","PNOC","P2RY4","NicheNet","PNOC*P2RY4","Ligand","Receptor"
"9034","RLN3","P2RY4","NicheNet","RLN3*P2RY4","Ligand","Receptor"
"9035","CCL19","P2RY4","NicheNet","CCL19*P2RY4","Ligand","Receptor"
"9036","CXCL16","P2RY4","NicheNet","CXCL16*P2RY4","Ligand","Receptor"
"9037","CCL28","P2RY4","NicheNet","CCL28*P2RY4","Ligand","Receptor"
"9038","APLN","P2RY4","NicheNet","APLN*P2RY4","Ligand","Receptor"
"9039","CCL27","P2RY4","NicheNet","CCL27*P2RY4","Ligand","Receptor"
"9040","INSL5","P2RY4","NicheNet","INSL5*P2RY4","Ligand","Receptor"
"9041","EFNA5","EFNA3","NicheNet","EFNA5*EFNA3","Ligand","Receptor"
"9042","EFNA5","EFNA4","NicheNet","EFNA5*EFNA4","Ligand","Receptor"
"9043","SST","TAS2R38","NicheNet","SST*TAS2R38","Ligand","Receptor"
"9044","CCL20","TAS2R38","NicheNet","CCL20*TAS2R38","Ligand","Receptor"
"9045","CXCL6","TAS2R38","NicheNet","CXCL6*TAS2R38","Ligand","Receptor"
"9046","CXCL9","TAS2R38","NicheNet","CXCL9*TAS2R38","Ligand","Receptor"
"9047","PNOC","TAS2R38","NicheNet","PNOC*TAS2R38","Ligand","Receptor"
"9048","RLN3","TAS2R38","NicheNet","RLN3*TAS2R38","Ligand","Receptor"
"9049","CCL19","TAS2R38","NicheNet","CCL19*TAS2R38","Ligand","Receptor"
"9050","CXCL16","TAS2R38","NicheNet","CXCL16*TAS2R38","Ligand","Receptor"
"9051","CCL28","TAS2R38","NicheNet","CCL28*TAS2R38","Ligand","Receptor"
"9052","APLN","TAS2R38","NicheNet","APLN*TAS2R38","Ligand","Receptor"
"9053","CCL27","TAS2R38","NicheNet","CCL27*TAS2R38","Ligand","Receptor"
"9054","INSL5","TAS2R38","NicheNet","INSL5*TAS2R38","Ligand","Receptor"
"9055","SST","TAS2R41","NicheNet","SST*TAS2R41","Ligand","Receptor"
"9056","CCL20","TAS2R41","NicheNet","CCL20*TAS2R41","Ligand","Receptor"
"9057","CXCL6","TAS2R41","NicheNet","CXCL6*TAS2R41","Ligand","Receptor"
"9058","CXCL9","TAS2R41","NicheNet","CXCL9*TAS2R41","Ligand","Receptor"
"9059","PNOC","TAS2R41","NicheNet","PNOC*TAS2R41","Ligand","Receptor"
"9060","RLN3","TAS2R41","NicheNet","RLN3*TAS2R41","Ligand","Receptor"
"9061","CCL19","TAS2R41","NicheNet","CCL19*TAS2R41","Ligand","Receptor"
"9062","CXCL16","TAS2R41","NicheNet","CXCL16*TAS2R41","Ligand","Receptor"
"9063","CCL28","TAS2R41","NicheNet","CCL28*TAS2R41","Ligand","Receptor"
"9064","APLN","TAS2R41","NicheNet","APLN*TAS2R41","Ligand","Receptor"
"9065","CCL27","TAS2R41","NicheNet","CCL27*TAS2R41","Ligand","Receptor"
"9066","INSL5","TAS2R41","NicheNet","INSL5*TAS2R41","Ligand","Receptor"
"9067","NRG1","DLG4","NicheNet","NRG1*DLG4","Ligand","Receptor"
"9068","BMP8A","DLG4","NicheNet","BMP8A*DLG4","Ligand","Receptor"
"9069","UTS2B","GRM1","NicheNet","UTS2B*GRM1","Ligand","Receptor"
"9070","XCL2","GRM1","NicheNet","XCL2*GRM1","Ligand","Receptor"
"9071","GHRL","GRM1","NicheNet","GHRL*GRM1","Ligand","Receptor"
"9072","ADM2","PTGDR","NicheNet","ADM2*PTGDR","Ligand","Receptor"
"9073","RLN3","PTGDR","NicheNet","RLN3*PTGDR","Ligand","Receptor"
"9074","PNOC","GPR17","NicheNet","PNOC*GPR17","Ligand","Receptor"
"9075","UTS2B","GPR17","NicheNet","UTS2B*GPR17","Ligand","Receptor"
"9076","RLN3","GPR17","NicheNet","RLN3*GPR17","Ligand","Receptor"
"9077","CCL19","GPR17","NicheNet","CCL19*GPR17","Ligand","Receptor"
"9078","CXCL16","GPR17","NicheNet","CXCL16*GPR17","Ligand","Receptor"
"9079","CCL28","GPR17","NicheNet","CCL28*GPR17","Ligand","Receptor"
"9080","XCL2","GPR17","NicheNet","XCL2*GPR17","Ligand","Receptor"
"9081","GHRL","GPR17","NicheNet","GHRL*GPR17","Ligand","Receptor"
"9082","APLN","GPR17","NicheNet","APLN*GPR17","Ligand","Receptor"
"9083","CCL27","GPR17","NicheNet","CCL27*GPR17","Ligand","Receptor"
"9084","INSL5","GPR17","NicheNet","INSL5*GPR17","Ligand","Receptor"
"9085","WNT8B","FZD2","NicheNet","WNT8B*FZD2","Ligand","Receptor"
"9086","WNT8A","FZD2","NicheNet","WNT8A*FZD2","Ligand","Receptor"
"9087","RLN3","GRM2","NicheNet","RLN3*GRM2","Ligand","Receptor"
"9088","CCL19","GRM2","NicheNet","CCL19*GRM2","Ligand","Receptor"
"9089","CXCL16","GRM2","NicheNet","CXCL16*GRM2","Ligand","Receptor"
"9090","CCL28","GRM2","NicheNet","CCL28*GRM2","Ligand","Receptor"
"9091","APLN","GRM2","NicheNet","APLN*GRM2","Ligand","Receptor"
"9092","CCL27","GRM2","NicheNet","CCL27*GRM2","Ligand","Receptor"
"9093","INSL5","GRM2","NicheNet","INSL5*GRM2","Ligand","Receptor"
"9094","ADM2","GPR176","NicheNet","ADM2*GPR176","Ligand","Receptor"
"9095","RLN3","GPR176","NicheNet","RLN3*GPR176","Ligand","Receptor"
"9096","UTS2B","P2RY6","NicheNet","UTS2B*P2RY6","Ligand","Receptor"
"9097","XCL2","P2RY6","NicheNet","XCL2*P2RY6","Ligand","Receptor"
"9098","GHRL","P2RY6","NicheNet","GHRL*P2RY6","Ligand","Receptor"
"9099","UTS2B","LTB4R","NicheNet","UTS2B*LTB4R","Ligand","Receptor"
"9100","XCL2","LTB4R","NicheNet","XCL2*LTB4R","Ligand","Receptor"
"9101","GHRL","LTB4R","NicheNet","GHRL*LTB4R","Ligand","Receptor"
"9102","UTS2B","GPR68","NicheNet","UTS2B*GPR68","Ligand","Receptor"
"9103","XCL2","GPR68","NicheNet","XCL2*GPR68","Ligand","Receptor"
"9104","GHRL","GPR68","NicheNet","GHRL*GPR68","Ligand","Receptor"
"9105","UTS2B","GPRC6A","NicheNet","UTS2B*GPRC6A","Ligand","Receptor"
"9106","XCL2","GPRC6A","NicheNet","XCL2*GPRC6A","Ligand","Receptor"
"9107","GHRL","GPRC6A","NicheNet","GHRL*GPRC6A","Ligand","Receptor"
"9108","CMTM6","SCARA3","NicheNet","CMTM6*SCARA3","Ligand","Receptor"
"9109","FGF22","FGFRL1","NicheNet","FGF22*FGFRL1","Ligand","Receptor"
"9110","WNT8B","SFRP1","NicheNet","WNT8B*SFRP1","Ligand","Receptor"
"9111","WNT8A","SFRP1","NicheNet","WNT8A*SFRP1","Ligand","Receptor"
"9112","RLN3","GPR150","NicheNet","RLN3*GPR150","Ligand","Receptor"
"9113","RLN3","HCAR2","NicheNet","RLN3*HCAR2","Ligand","Receptor"
"9114","CCL19","HCAR2","NicheNet","CCL19*HCAR2","Ligand","Receptor"
"9115","CXCL16","HCAR2","NicheNet","CXCL16*HCAR2","Ligand","Receptor"
"9116","CCL28","HCAR2","NicheNet","CCL28*HCAR2","Ligand","Receptor"
"9117","APLN","HCAR2","NicheNet","APLN*HCAR2","Ligand","Receptor"
"9118","CCL27","HCAR2","NicheNet","CCL27*HCAR2","Ligand","Receptor"
"9119","INSL5","HCAR2","NicheNet","INSL5*HCAR2","Ligand","Receptor"
"9120","RLN3","GPBAR1","NicheNet","RLN3*GPBAR1","Ligand","Receptor"
"9121","GDF3","TSKU","NicheNet","GDF3*TSKU","Ligand","Receptor"
"9122","GPHA2","ADGRV1","NicheNet","GPHA2*ADGRV1","Ligand","Receptor"
"9123","CMTM6","LPAR1","NicheNet","CMTM6*LPAR1","Ligand","Receptor"
"9124","IL23A","ESR2","NicheNet","IL23A*ESR2","Ligand","Receptor"
"9125","CLCF1","ESR2","NicheNet","CLCF1*ESR2","Ligand","Receptor"
"9126","CCL19","OXGR1","NicheNet","CCL19*OXGR1","Ligand","Receptor"
"9127","CXCL16","OXGR1","NicheNet","CXCL16*OXGR1","Ligand","Receptor"
"9128","CCL28","OXGR1","NicheNet","CCL28*OXGR1","Ligand","Receptor"
"9129","APLN","OXGR1","NicheNet","APLN*OXGR1","Ligand","Receptor"
"9130","CCL27","OXGR1","NicheNet","CCL27*OXGR1","Ligand","Receptor"
"9131","INSL5","OXGR1","NicheNet","INSL5*OXGR1","Ligand","Receptor"
"9132","CCL19","S1PR3","NicheNet","CCL19*S1PR3","Ligand","Receptor"
"9133","CXCL16","S1PR3","NicheNet","CXCL16*S1PR3","Ligand","Receptor"
"9134","CCL28","S1PR3","NicheNet","CCL28*S1PR3","Ligand","Receptor"
"9135","APLN","S1PR3","NicheNet","APLN*S1PR3","Ligand","Receptor"
"9136","CCL27","S1PR3","NicheNet","CCL27*S1PR3","Ligand","Receptor"
"9137","INSL5","S1PR3","NicheNet","INSL5*S1PR3","Ligand","Receptor"
"9138","CCL19","GPER1","NicheNet","CCL19*GPER1","Ligand","Receptor"
"9139","CXCL16","GPER1","NicheNet","CXCL16*GPER1","Ligand","Receptor"
"9140","CCL28","GPER1","NicheNet","CCL28*GPER1","Ligand","Receptor"
"9141","APLN","GPER1","NicheNet","APLN*GPER1","Ligand","Receptor"
"9142","CCL27","GPER1","NicheNet","CCL27*GPER1","Ligand","Receptor"
"9143","INSL5","GPER1","NicheNet","INSL5*GPER1","Ligand","Receptor"
"9144","CXCL16","P2RY13","NicheNet","CXCL16*P2RY13","Ligand","Receptor"
"9145","CCL28","P2RY13","NicheNet","CCL28*P2RY13","Ligand","Receptor"
"9146","APLN","P2RY13","NicheNet","APLN*P2RY13","Ligand","Receptor"
"9147","CCL27","P2RY13","NicheNet","CCL27*P2RY13","Ligand","Receptor"
"9148","INSL5","P2RY13","NicheNet","INSL5*P2RY13","Ligand","Receptor"
"9149","CXCL16","S1PR5","NicheNet","CXCL16*S1PR5","Ligand","Receptor"
"9150","CCL28","S1PR5","NicheNet","CCL28*S1PR5","Ligand","Receptor"
"9151","APLN","S1PR5","NicheNet","APLN*S1PR5","Ligand","Receptor"
"9152","CCL27","S1PR5","NicheNet","CCL27*S1PR5","Ligand","Receptor"
"9153","INSL5","S1PR5","NicheNet","INSL5*S1PR5","Ligand","Receptor"
"9154","CXCL16","P2RY12","NicheNet","CXCL16*P2RY12","Ligand","Receptor"
"9155","CCL28","P2RY12","NicheNet","CCL28*P2RY12","Ligand","Receptor"
"9156","CMTM6","P2RY12","NicheNet","CMTM6*P2RY12","Ligand","Receptor"
"9157","APLN","P2RY12","NicheNet","APLN*P2RY12","Ligand","Receptor"
"9158","CCL27","P2RY12","NicheNet","CCL27*P2RY12","Ligand","Receptor"
"9159","INSL5","P2RY12","NicheNet","INSL5*P2RY12","Ligand","Receptor"
"9160","XCL2","LTB4R2","NicheNet","XCL2*LTB4R2","Ligand","Receptor"
"9161","GHRL","LTB4R2","NicheNet","GHRL*LTB4R2","Ligand","Receptor"
"9162","IL36B","IL1RAP","NicheNet","IL36B*IL1RAP","Ligand","Receptor"
"9163","IL36G","IL1RAP","NicheNet","IL36G*IL1RAP","Ligand","Receptor"
"9164","IL36A","IL1RAP","NicheNet","IL36A*IL1RAP","Ligand","Receptor"
"9165","XCL2","CYSLTR2","NicheNet","XCL2*CYSLTR2","Ligand","Receptor"
"9166","GHRL","CYSLTR2","NicheNet","GHRL*CYSLTR2","Ligand","Receptor"
"9167","APLN","TAS2R14","NicheNet","APLN*TAS2R14","Ligand","Receptor"
"9168","CCL27","TAS2R14","NicheNet","CCL27*TAS2R14","Ligand","Receptor"
